,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,AgeWhenSold,RenovatedAgeSold
11,60,3,85.0,0.14098132123949184,1,0,0,3,0,4,0,16,2,2,0,5,9,5,3,1,14,15,3,286.0,0,4,2,1,4,3.0,2.0,493,6,-0.28855396047015863,-0.8831626947542098,0.2679943492595269,1,0,1,4.0,0.05011355965246504,1.8212044597564847,-0.1202005380086009,1.538661245739973,1,0,3,0,4,1,0,11,6,2,3,3,2005.0,1,3,1.2301866563253194,5,5,2,0.4209030390384393,-0.38728965306874386,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,6,5,345000,1,0
13,20,3,91.0,0.01354256386580047,1,0,0,3,0,4,0,5,2,2,0,2,7,5,1,1,12,13,3,306.0,2,4,2,3,4,0.0,5.0,0,6,-0.28855396047015863,2.097372473639158,0.9951339170161758,1,0,1,4.0,0.8571748533731961,-0.7948908644380668,-0.1202005380086009,-0.040845860867942105,0,0,2,0,3,1,2,7,6,1,3,1,2006.0,2,3,1.716611562763545,5,5,2,0.524621924059142,-0.20617405618201545,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,8,6,5,279500,1,0
15,45,4,51.0,-0.44050810312914396,1,0,3,3,0,0,0,3,2,2,0,1,7,8,1,1,13,14,2,0.0,3,4,0,4,4,3.0,5.0,0,6,-0.28855396047015863,0.5991839531559314,-0.5138516436574968,1,0,1,0.0,-0.7983354927206112,-0.7948908644380668,-0.1202005380086009,-1.2587790515053707,0,0,1,0,2,1,3,5,6,0,0,5,1991.0,3,2,0.48184064642035723,5,5,2,-0.36895616227306544,0.9861702899889464,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,1,0,-0.08765777630136591,7,8,4,132000,78,6
18,20,3,66.0,0.3184137420797492,1,0,3,3,0,4,0,20,5,2,0,2,5,5,1,1,12,13,2,0.0,3,4,2,4,4,3.0,2.0,323,6,-0.28855396047015863,-0.22459342064451351,0.1289488519769075,1,0,1,4.0,-0.125784414620002,-0.7948908644380668,-0.1202005380086009,-0.7639936928089154,1,0,1,1,3,1,2,6,6,0,0,5,2004.0,3,2,0.48184064642035723,5,5,2,-0.7519181992725829,0.8352406259166728,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,6,8,4,159000,4,4
19,20,3,70.0,-0.29623781176270086,1,0,3,3,0,4,0,12,2,2,0,2,5,6,3,1,3,10,2,0.0,3,4,1,4,4,3.0,3.0,231,6,-0.28855396047015863,-0.09559531540653175,-0.06480307046608672,1,4,1,4.0,0.45623094142860215,-0.7948908644380668,-0.1202005380086009,-0.33581405547544435,0,0,1,0,3,1,3,6,2,0,0,1,1958.0,3,1,-0.8371191960371386,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,3,0,-0.08765777630136591,5,0,0,139000,51,44
20,60,3,101.0,0.3705113472954092,1,0,0,3,0,0,0,16,2,2,0,5,8,5,1,1,12,13,1,380.0,2,4,2,1,4,0.0,5.0,0,6,-0.28855396047015863,1.3369625901310551,0.22924396477092804,1,0,1,4.0,-0.011968078326052735,1.9953053745014813,-0.1202005380086009,1.6376183174792642,0,0,3,1,4,1,2,9,6,1,3,3,2005.0,2,3,1.7774146760683232,5,5,2,1.1628919857250044,1.6200748790924957,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,11,6,5,325300,1,0
21,45,4,57.0,-0.30735864672219754,1,1,3,0,0,4,0,9,2,2,0,1,7,7,1,1,13,14,2,0.0,3,4,2,4,4,3.0,5.0,0,6,-0.28855396047015863,0.15787464576283594,-0.9583413480855424,1,0,1,1.0,-0.14130482411463144,-0.7948908644380668,-0.1202005380086009,-0.7754118164711412,0,0,1,0,3,1,2,6,6,1,3,1,1930.0,3,1,-0.9025994719038228,5,5,0,-0.7519181992725829,-0.7042419476205184,2.9949024912592157,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,1,0,-0.08765777630136591,6,8,4,139400,77,57
22,20,3,75.0,-0.07762824526160451,1,0,3,3,0,4,0,5,2,2,0,2,8,5,3,1,12,13,1,281.0,2,4,2,3,4,3.0,5.0,0,6,-0.28855396047015863,2.7378367505224706,1.6402138470322625,1,0,1,4.0,1.6357820630204398,-0.7948908644380668,-0.1202005380086009,0.5319633428537235,0,0,2,0,3,1,2,7,6,1,3,1,2002.0,2,2,0.2853998188203047,5,5,2,0.612384057538198,1.6955397111286326,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,9,8,4,230000,6,6
23,120,4,44.0,-0.6304639867616272,1,0,3,3,0,4,0,10,2,2,4,2,5,7,1,1,5,5,2,0.0,3,4,2,3,4,3.0,2.0,429,6,-0.28855396047015863,-0.8311108277283575,-0.039729292267581574,1,4,1,4.0,-0.265468100071667,-0.7948908644380668,-0.1202005380086009,-0.8667568057689484,1,0,1,0,3,1,3,6,6,1,5,1,1976.0,3,2,0.4631319961727332,5,5,2,0.04591937780974518,0.9559843571744917,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,6,8,4,129900,31,31
25,20,3,110.0,0.37201416283047634,1,0,3,3,0,0,0,16,2,2,0,2,8,5,1,1,12,13,3,640.0,2,4,2,3,4,3.0,5.0,0,6,-0.28855396047015863,2.260317448676609,1.1592531924973004,1,0,1,4.0,1.131368754444983,-0.7948908644380668,-0.1202005380086009,0.160874323831382,0,0,2,0,3,1,2,7,6,1,3,1,2007.0,2,3,1.9504696908588455,5,5,2,-0.7519181992725829,0.14096417118421392,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,256300,2,2
26,20,3,60.0,-0.33230538460431164,1,0,3,3,0,0,0,12,2,2,0,2,5,7,1,1,13,14,2,0.0,3,4,1,4,4,2.0,1.0,76,5,2.724105293101039,-0.8763733207943161,-0.35885010570310144,1,4,1,4.0,-0.6793456865951188,-0.7948908644380668,-0.1202005380086009,-1.1712401034283053,0,1,1,0,3,1,2,5,6,0,0,5,2005.0,3,2,0.48184064642035723,5,5,2,1.0192812218501854,-0.22126702258924283,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,8,4,134800,59,10
27,20,3,98.0,0.09629760599682961,1,0,3,3,0,4,0,16,2,2,0,2,8,5,1,1,12,13,3,200.0,2,4,2,1,4,3.0,2.0,557,6,-0.28855396047015863,-0.18385717688515082,1.4738151371694557,1,0,1,4.0,1.4003891856852266,-0.7948908644380668,-0.1202005380086009,0.3587884673099641,1,0,2,0,3,1,2,7,6,1,3,1,2008.0,2,3,1.398564508553936,5,5,2,-0.7519181992725829,0.050406372740849734,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,8,4,306000,3,2
28,20,3,47.0,0.5815066484188323,1,0,0,3,0,1,0,12,2,2,0,2,5,6,1,1,8,8,2,0.0,3,4,1,4,4,1.0,1.0,573,6,-0.28855396047015863,-0.8152689551552721,0.9723395731993529,1,4,1,4.0,1.131368754444983,-0.7948908644380668,-0.1202005380086009,0.160874323831382,1,0,1,0,2,1,3,6,6,2,3,1,1957.0,2,1,-0.7201901319894882,5,5,2,1.545854022724522,3.1897433854441415,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,12,8,4,207500,49,9
29,30,4,60.0,-0.4200698118522312,1,0,0,3,0,4,0,3,1,7,0,2,4,6,1,1,8,8,2,0.0,3,4,0,4,4,3.0,5.0,0,6,-0.28855396047015863,-0.10691093867302139,-1.2250351707423697,1,1,0,4.0,-1.6623049545883166,-0.7948908644380668,-0.1202005380086009,-1.8943879353692787,0,0,1,0,1,1,1,4,6,0,0,5,1920.0,3,1,-1.0896859743800633,2,5,2,-0.36097778650224216,-0.7042419476205184,1.0642473250865825,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,8,4,68500,81,58
30,70,0,50.0,-0.20206137156516163,1,2,3,3,0,4,0,9,1,2,0,5,4,4,2,1,3,3,2,0.0,3,1,0,4,4,3.0,5.0,0,6,-0.28855396047015863,0.18503214160241102,-0.930988135505355,1,4,0,4.0,-1.328616150453784,0.7353645441100597,-0.1202005380086009,-0.377680508903606,0,0,1,0,3,1,3,6,6,0,0,5,1920.0,3,1,-1.042914348761003,5,2,0,-0.7519181992725829,0.1107782383697592,2.454973504109242,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,3,0,-0.08765777630136591,7,8,4,40000,88,58
32,20,3,85.0,0.05331708169391012,1,0,3,3,0,0,0,5,2,2,0,2,8,5,1,1,12,13,2,0.0,2,4,2,1,4,0.0,5.0,0,6,-0.28855396047015863,1.5089600637816976,0.4024809777787817,1,0,1,4.0,0.18462377527258686,-0.7948908644380668,-0.1202005380086009,-0.5356312195643975,0,0,2,0,3,1,2,7,6,0,0,1,2007.0,2,2,0.051541690725004,5,5,2,-0.7519181992725829,-0.2514529554036976,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,1,8,4,179900,1,1
33,20,3,70.0,0.003523793632019702,1,0,0,3,0,4,0,12,2,2,0,2,5,5,3,1,3,3,2,0.0,3,4,1,4,4,3.0,4.0,503,6,-0.28855396047015863,-0.423748390134731,0.7763082163746764,1,2,1,4.0,1.3900422460221404,-0.7948908644380668,-0.1202005380086009,0.3511763848684802,0,1,1,1,4,1,2,6,6,1,3,1,1959.0,2,2,-0.1215133240655185,5,5,2,-0.7519181992725829,-0.13070922414587863,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,4,8,4,165500,51,51
34,120,3,60.0,-0.32098417424013936,1,0,3,3,0,4,0,16,2,2,4,2,9,5,3,1,8,8,1,246.0,0,4,2,1,4,3.0,2.0,538,6,-0.28855396047015863,-0.360380899842389,1.147856020588889,1,0,1,4.0,1.0304860927298918,-0.7948908644380668,-0.1202005380086009,0.0866565200269137,1,0,2,0,2,1,0,6,6,1,3,1,2005.0,1,2,0.388297395182237,5,5,2,0.8676920822045431,0.005127473519167645,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,8,8,4,277500,2,2
35,60,3,108.0,0.29066174853217647,1,0,3,3,0,4,0,16,2,2,0,5,8,5,1,1,12,13,3,132.0,2,4,2,1,4,0.0,5.0,0,6,-0.28855396047015863,1.24417447934584,0.13578715512195438,1,0,1,4.0,-0.07922318613611365,2.228967128501345,-0.1202005380086009,1.782247883867459,0,0,3,1,4,1,2,9,6,1,3,3,2004.0,1,3,1.0197143410395488,5,5,2,0.14963826283044782,-0.22126702258924283,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,9,8,4,309000,2,1
36,20,3,112.0,0.03428141824972666,1,0,3,3,0,0,0,5,2,2,0,2,5,5,1,1,12,13,2,0.0,3,4,2,3,4,3.0,5.0,0,6,-0.28855396047015863,1.1989119862798816,0.09019846748830868,1,0,1,4.0,-0.16975890818811876,-0.7948908644380668,-0.1202005380086009,-0.796345043185222,0,0,1,1,3,1,3,6,6,0,0,1,1995.0,3,2,0.9308482523633346,5,5,2,2.3756051028901433,0.26170790244203285,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,6,8,4,145000,15,14
37,20,3,74.0,-0.1988553650903518,1,0,3,3,0,4,0,12,2,2,0,2,5,6,3,1,13,14,1,650.0,3,4,1,4,4,3.0,4.0,555,6,-0.28855396047015863,-1.093633287510917,0.5460853438247657,1,2,1,4.0,0.34758807496619604,-0.7948908644380668,-0.1202005380086009,-0.41574092111102556,0,1,1,0,3,1,3,5,6,1,5,1,1954.0,1,2,0.11702196659168819,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,10,8,4,153000,55,19
38,20,3,68.0,-0.2599698635164145,1,0,3,3,0,4,0,12,2,2,0,2,5,7,1,1,12,13,2,0.0,3,2,1,4,4,3.0,2.0,371,6,-0.28855396047015863,-0.5459571214128189,-0.0009789077789827316,1,4,1,4.0,-0.2732283048189817,-0.7948908644380668,-0.1202005380086009,-0.8724658676000614,1,0,1,0,3,1,2,5,6,0,0,5,1953.0,3,1,-1.0616229990086272,5,5,2,-0.7519181992725829,0.08059230555530447,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,1,8,0,109000,57,3
40,20,3,84.0,-0.18623171459578802,1,0,3,3,0,4,0,12,2,2,0,2,6,5,1,1,13,14,1,101.0,3,4,1,4,4,3.0,4.0,320,6,-0.28855396047015863,-0.27664528767036584,0.0696835580531681,1,0,1,4.0,0.4174299176920286,-0.7948908644380668,-0.1202005380086009,-0.3643593646310091,0,0,2,0,3,1,3,6,6,1,5,1,1965.0,2,2,-0.1542534619988606,5,5,2,-0.7519181992725829,1.378587416576858,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,2,0,-0.08765777630136591,12,8,0,160000,41,41
41,20,3,115.0,0.6400162665841119,1,0,3,3,0,4,0,23,2,2,0,2,5,6,1,1,12,13,2,0.0,3,2,1,4,4,1.0,1.0,477,6,-0.28855396047015863,-0.4169590161748372,0.6668953660539269,1,2,1,4.0,0.4277768573551149,-0.7948908644380668,-0.1202005380086009,-0.3567472821895251,0,1,1,1,2,1,3,5,6,2,3,1,1959.0,2,1,-0.7716389201704544,5,5,1,-0.7519181992725829,0.8654265587311275,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,170000,48,48
44,20,3,70.0,-0.25766554636264494,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1,1,3,14,2,0.0,3,4,1,4,4,3.0,0.0,46,1,2.8480830401615824,-0.23138279460440728,0.21100848971746977,1,0,1,0.0,-0.03266195765222533,-0.7948908644380668,-0.1202005380086009,-0.69548495083556,1,0,1,0,3,1,3,6,6,0,0,1,1959.0,2,1,-0.8090562206657025,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,8,4,141000,47,47
45,120,3,61.0,-0.28641941693359574,1,0,3,3,0,4,0,16,2,2,4,2,9,5,3,1,8,8,1,412.0,0,4,2,1,4,3.0,2.0,207,6,-0.28855396047015863,1.6492737922861689,1.5832279874902053,1,0,1,4.0,1.524552461642262,-0.7948908644380668,-0.1202005380086009,0.45013345660777127,1,0,2,0,2,1,0,6,6,1,3,1,2005.0,2,2,0.48184064642035723,5,5,2,0.81184345180878,0.5333812977721255,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,2,8,4,319900,5,5
46,50,3,48.0,0.23094987793884314,1,0,0,3,0,1,0,11,2,2,0,0,7,5,1,1,12,13,2,0.0,2,4,2,1,4,3.0,2.0,591,6,-0.28855396047015863,-1.095896412164215,0.8583678541152387,1,0,1,4.0,0.9192564913517138,0.6506048882473641,-0.1202005380086009,1.2056326389250511,1,0,1,1,1,1,2,6,6,1,1,1,2003.0,2,2,0.9214939272395226,5,5,2,0.5884489302257283,-0.055244392109741816,-0.35920182285425706,-0.11629943710230206,3.2809813756800863,-0.06866821893757184,0,0,0,-0.08765777630136591,8,8,0,239686,6,6
47,20,1,84.0,0.058025903703787074,1,0,3,3,0,4,0,21,2,2,0,2,8,5,1,1,12,13,2,0.0,2,4,2,3,4,0.0,2.0,4,6,-0.28855396047015863,2.4096836757942715,1.364402286848706,1,0,1,4.0,1.2762259097281912,-0.7948908644380668,-0.1202005380086009,0.267443478012157,0,0,2,0,3,1,2,7,6,0,0,1,2006.0,2,3,1.6511312868968608,5,5,2,-0.7519181992725829,1.499331147834677,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,249700,1,1
49,20,3,66.0,-0.2780036499372199,1,0,3,3,0,4,0,19,2,2,0,2,5,7,1,1,6,6,2,0.0,3,4,1,4,4,3.0,1.0,389,6,-0.28855396047015863,-0.849215824954741,-0.23348121471057579,1,0,1,4.0,-0.5370752662276823,-0.7948908644380668,-0.1202005380086009,-1.0665739698579015,1,0,1,0,3,1,3,6,6,0,0,1,1966.0,3,1,-0.4068202403417853,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,3,0,-0.08765777630136591,1,8,4,127000,41,41
51,50,4,52.0,-0.428485578848607,1,0,3,3,0,4,0,3,2,2,0,0,6,6,1,1,13,14,2,0.0,3,4,2,4,4,3.0,5.0,0,6,-0.28855396047015863,0.5629739587031647,-0.5503225937644134,1,4,1,4.0,-0.8966314195199311,-0.7948908644380668,7.283690564454853,-0.6460064149659145,0,0,1,0,3,1,3,6,6,1,3,5,1985.0,3,2,0.2573368434488686,5,5,2,0.14165988705962454,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,3,3,0.7185938594437076,9,8,4,114500,72,56
52,90,4,110.0,-0.20486662723062024,0,0,1,0,0,0,1,9,8,2,2,2,5,5,1,1,13,14,2,0.0,1,4,1,3,4,1.0,3.0,25,3,4.125053834885176,-1.2837357583879427,-0.5503225937644134,1,4,0,4.0,-0.8966314195199311,-0.7948908644380668,-0.1202005380086009,-1.3310938346994678,1,0,1,0,2,1,3,5,6,0,0,4,1963.0,3,2,0.20121089270599643,5,5,2,0.09378963243468486,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,8,4,110000,47,47
53,20,3,68.0,3.982879142787403,1,0,0,2,0,4,0,24,2,2,0,2,9,5,1,7,14,15,2,0.0,2,4,1,1,4,1.0,2.0,630,6,-0.28855396047015863,-1.211315769482409,1.7883770818416111,1,2,1,4.0,1.757358604061704,-0.7948908644380668,-0.1202005380086009,0.6214053115411597,2,0,0,1,0,1,2,5,6,1,3,1,1981.0,1,3,1.9691783411064698,5,5,2,6.0855498363229685,0.38245163369985175,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,11,8,4,385000,25,19
54,80,3,60.0,-0.338917772958607,1,0,3,0,0,4,1,12,2,2,0,7,5,5,1,1,8,8,2,0.0,3,4,1,4,4,3.0,0.0,160,6,-0.28855396047015863,-1.2837357583879427,-1.5350382466511605,1,4,1,4.0,0.5105523746598052,-0.7948908644380668,-0.1202005380086009,-0.2958506226576537,0,0,1,0,3,1,3,6,2,1,5,5,1962.0,3,2,0.4631319961727332,5,5,2,-0.7519181992725829,0.050406372740849734,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,3,0,-0.08765777630136591,2,8,4,130000,52,52
