,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
124,-5.199337582605575,3,-1.1971932730470463,1.7380271080387062,1,0,3,0,1,0,14,2,2,0,2,-0.10053459398770496,-0.4142668635342554,0.11188964024158515,0.14224449534329844,1,1,5,6,-5.199337582605575,3,2,1,2,0,3,5,-5.199337582605575,5,-5.199337582605575,1.411293269734521,0.7152177956750158,0,4,1,4,1.0362372098565535,-5.199337582605575,-5.199337582605575,0.23020523206678278,-5.199337582605575,-5.199337582605575,0.5496162910697036,-5.199337582605575,0.15492952527077714,-5.199337582605575,3,0.3857258721466417,5,0.5149233167586909,1,-0.05648561480015194,2,0.15619936674212687,-0.39410419075902364,4,4,2,0.8302341575863221,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.7380888474045281,8,4,0.2536062084064879
128,0.35215139697893266,3,-0.06402672253786497,-0.6831778069051377,1,3,3,0,4,0,12,4,2,0,5,-0.10053459398770496,-0.4142668635342554,-0.23550884598922833,-0.6991080877832274,1,1,11,13,1.002056477837372,3,3,1,3,3,3,1,0.24444798636406434,5,-5.199337582605575,-1.0663039018153317,-1.3557611526861928,0,4,1,4,-1.7750322204880797,0.5559792079617585,-5.199337582605575,-0.2695350774458513,-5.199337582605575,-5.199337582605575,-0.7630300992592184,0.86072523825827,0.15492952527077714,-5.199337582605575,3,-0.26268576068373695,5,0.5149233167586909,1,-0.451468876645359,1,0.15619936674212687,-0.22906445623598432,4,4,2,0.7697613987560095,1.072972882447743,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.332198018703997,-5.199337582605575,8,4,-0.16128127334986397
129,-5.199337582605575,3,-0.06402672253786497,-0.18802405256776353,1,3,3,0,4,0,12,2,2,0,2,-0.832006270016473,1.1281436452787637,-0.5034973903918751,-0.16382378125424046,1,1,8,10,0.3790586922211976,3,3,1,3,3,3,4,0.3534653345996244,1,1.2238963844267632,-0.24196303143312786,-0.023839063182251485,0,4,1,0,-0.1498526357052489,-5.199337582605575,-5.199337582605575,-0.9896968352818815,-5.199337582605575,1.918441485013229,-0.7630300992592184,0.86072523825827,0.15492952527077714,-5.199337582605575,0,-0.26268576068373695,5,-5.199337582605575,0,0.38978343113916375,1,0.15619936674212687,1.1595151955276424,4,4,2,-5.199337582605575,0.8144007390200398,-5.199337582605575,2.4851428686318493,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.332198018703997,-5.199337582605575,8,0,-0.25231085193165653
130,0.35215139697893266,3,0.9694267073728421,1.325365000712907,1,3,3,0,0,0,12,2,2,0,5,0.5293010943086742,0.5745945104459379,-0.23550884598922833,-0.6991080877832274,1,1,7,8,1.1803088447120875,3,3,1,3,3,3,4,0.12727784405662587,5,-5.199337582605575,-0.08774333900908762,-0.25879191568378795,0,0,1,4,0.29267606076175356,1.2440576578380393,-5.199337582605575,1.274770304035097,-5.199337582605575,-5.199337582605575,0.5496162910697036,0.86072523825827,1.368450292253209,-5.199337582605575,2,0.9397470063075931,5,1.7679032638815986,1,-0.451468876645359,0,0.15619936674212687,0.028859085604391908,4,4,2,0.26138737267788775,0.6425432443553147,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4935533950895455,-5.199337582605575,8,4,0.715217795675016
132,-5.199337582605575,3,0.28874990115703086,-0.7484211633693664,1,3,3,0,0,0,12,2,2,0,2,-0.832006270016473,0.5745945104459379,-0.4528584793924642,0.3897834311391641,1,1,7,8,-5.199337582605575,3,3,1,3,3,3,4,0.04894771798160344,5,-5.199337582605575,0.27519607893850057,0.11946760342846592,0,2,1,4,0.5167470905528204,-5.199337582605575,-5.199337582605575,-0.31540815285427615,0.800496097974559,-5.199337582605575,-0.7630300992592184,-5.199337582605575,0.15492952527077714,-5.199337582605575,2,0.3857258721466417,5,-5.199337582605575,5,-0.21363611883116312,2,0.15619936674212687,0.7580042333190846,4,4,2,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.332198018703997,-0.4197409936702004,8,4,-0.24651315762924103
134,-5.199337582605575,3,0.4238548524557399,0.33883406866792753,1,0,3,0,4,0,19,2,2,0,2,-0.832006270016473,0.5745945104459379,-0.1867561210637371,-0.10936510116177123,1,1,8,10,-5.199337582605575,3,3,1,3,3,3,4,0.3615106865148254,5,-5.199337582605575,0.7587101849219581,0.8845926423808339,0,2,1,4,1.3992263862486114,-5.199337582605575,-5.199337582605575,0.5642667997585257,-5.199337582605575,-5.199337582605575,0.5496162910697036,0.86072523825827,0.15492952527077714,-5.199337582605575,3,0.3857258721466417,2,0.5149233167586909,1,-0.39113737482256405,1,0.15619936674212687,-0.32161055351265844,4,4,2,-5.199337582605575,0.9377977680303102,1.6159454578478447,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.332198018703997,-5.199337582605575,8,4,0.2342191939146195
135,-5.199337582605575,3,0.587963851500189,0.35883340680587744,1,3,3,0,4,0,14,2,2,0,2,0.5293010943086742,0.5745945104459379,-0.12958231367213702,-0.583495835720468,3,1,8,10,1.0909945623603086,3,3,2,3,3,3,5,-5.199337582605575,5,-5.199337582605575,1.3235532402152104,0.6150245032050714,0,2,1,4,1.2423982486746539,-5.199337582605575,-5.199337582605575,0.4409456339580278,-5.199337582605575,-5.199337582605575,0.5496162910697036,-5.199337582605575,0.15492952527077714,-5.199337582605575,3,0.3857258721466417,5,0.5149233167586909,1,-0.3255765657843935,2,0.15619936674212687,0.2913668425391681,4,4,2,0.17125740870100714,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4935533950895455,0.13337869485727427,8,4,0.10179559909470504
137,1.0707445970692107,3,0.7135985159874972,0.5775226249347599,1,3,3,0,4,0,11,2,2,2,2,0.5293010943086742,-0.4142668635342554,0.1982584699798983,-0.21235276704949826,1,1,11,13,0.31369361093641385,3,3,1,3,3,3,5,-5.199337582605575,5,-5.199337582605575,2.417236831209599,1.824938154817975,0,2,1,4,1.8171787345067298,-5.199337582605575,-5.199337582605575,0.9835733673308725,-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575,2.386339855858921,2.1440106677777546,3,1.4045331071795468,5,-5.199337582605575,0,0.10431809702516492,2,1.4079051458418625,1.212262203367759,4,4,2,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.332198018703997,-5.199337582605575,8,3,0.058998939306142646
138,0.35215139697893266,3,0.17655256044863027,-0.12977408033303742,1,0,3,0,4,0,5,2,2,0,5,1.1920714430213706,-0.4142668635342554,0.4935533950895456,0.278301687565795,1,1,11,13,1.2101372641333108,2,3,2,2,3,2,2,0.585371871735645,5,-5.199337582605575,-0.4441867185677601,-0.03639052269320699,0,0,1,4,-0.2743914878600369,0.9643745270652838,-5.199337582605575,0.8196556973718009,-5.199337582605575,-5.199337582605575,0.5496162910697036,0.86072523825827,0.15492952527077714,-5.199337582605575,2,0.3857258721466417,5,1.7679032638815986,1,0.45424895715848385,0,1.4079051458418625,0.8753538882544654,4,4,2,1.1070593519207448,1.0593157274794356,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,5.19933758270342,0.13337869485727427,8,4,0.7529974415343902
139,0.35215139697893266,3,-0.21620388056489545,1.5109626454969327,1,0,3,0,4,0,5,2,2,0,5,-0.10053459398770496,-0.4142668635342554,0.3979179193672613,0.08667363855178371,1,1,11,13,-5.199337582605575,3,3,2,2,3,3,2,0.8661892521534974,5,-5.199337582605575,-1.287669190323086,-0.23550884598922833,0,0,1,4,-0.5092020438642008,0.9179483087317816,-5.199337582605575,0.6354114385513181,0.800496097974559,-5.199337582605575,0.5496162910697036,0.86072523825827,0.15492952527077714,-5.199337582605575,2,0.3857258721466417,5,-5.199337582605575,1,0.33883406866792753,1,0.15619936674212687,-0.1485840216958501,4,4,2,1.4045331071795468,0.9734487290930862,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.6975071194373863,0.7380888474045281,8,4,0.7680753131709815
141,-5.199337582605575,3,0.4238548524557399,0.7380888474045281,1,3,3,0,4,0,5,2,2,0,2,0.5293010943086742,-0.4142668635342554,0.9694267073728421,0.7580042333190846,1,1,11,13,-5.199337582605575,2,3,2,2,3,0,2,1.6492369585066664,5,-5.199337582605575,-0.18782358150870487,1.5584816308643838,0,0,1,4,1.4496822521911643,-5.199337582605575,-5.199337582605575,0.5984352524007998,0.800496097974559,-5.199337582605575,0.5496162910697036,-5.199337582605575,0.15492952527077714,-5.199337582605575,2,0.3857258721466417,5,-5.199337582605575,1,0.9534930016811651,0,0.15619936674212687,0.8753538882544654,4,4,2,0.5790394381393529,-0.050203829430400866,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,8,4,1.0293754021782244
142,-0.046435724770526994,3,0.10810309396024637,-0.35615869668877986,1,3,3,0,0,0,12,0,2,0,0,-0.832006270016473,-1.8658520907135028,-0.7087518565195292,-1.1448959732150612,1,1,2,14,-5.199337582605575,3,1,1,3,3,3,4,0.23035256480696312,5,-5.199337582605575,-0.2799629282683722,-0.3295477057744347,0,1,1,4,-0.5984352524008002,0.23945859493628016,-5.199337582605575,-0.17169419394235277,-5.199337582605575,-5.199337582605575,0.5496162910697036,-5.199337582605575,1.368450292253209,-5.199337582605575,3,-0.26268576068373695,5,-5.199337582605575,5,0.5049220111265829,2,0.15619936674212687,1.0955556636289017,4,4,2,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.09549215155698779,5.19933758270342,8,4,0.0012545690351250104
143,-5.199337582605575,3,0.4238548524557399,0.33883406866792753,1,0,3,0,4,0,5,2,2,0,2,0.5293010943086742,-0.4142668635342554,0.4935533950895456,0.20594120689980255,1,1,11,13,0.7266058109575452,2,3,2,2,3,1,2,0.6056364996253883,5,-5.199337582605575,0.6165409744753192,0.9742054234910315,0,0,1,4,0.8435836492131866,-5.199337582605575,-5.199337582605575,0.05397264705241303,0.800496097974559,-5.199337582605575,0.5496162910697036,-5.199337582605575,0.15492952527077714,-5.199337582605575,2,-0.26268576068373695,5,-5.199337582605575,1,0.45424895715848385,1,0.15619936674212687,0.6119957936995944,4,4,2,0.48506868059807196,0.02132928514383558,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.09549215155698779,0.7380888474045281,8,4,0.5138412800654351
144,1.0707445970692107,4,0.02132928514383558,-0.11062728256906962,1,3,3,0,4,0,19,5,2,2,2,-0.832006270016473,-0.4142668635342554,-0.3348506671056101,-0.7987689042511946,1,1,5,6,1.2420605724635014,3,3,1,3,3,3,4,1.7270138405029622,5,-5.199337582605575,-0.2992297324571836,1.525529316273139,0,4,1,4,1.4284820653066659,-5.199337582605575,-5.199337582605575,0.584983876018925,0.800496097974559,-5.199337582605575,0.5496162910697036,-5.199337582605575,5.19933758270342,2.1440106677777546,3,1.7800054115256905,5,-5.199337582605575,5,-0.5627963389464197,2,0.15619936674212687,0.10305676609118128,4,4,2,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.529558186142137,-5.199337582605575,4,0,-0.9014156427236061
145,1.679302556120626,4,-1.9858764248174547,-1.873053040341307,1,3,3,0,4,0,7,2,2,3,5,-0.10053459398770496,-0.4142668635342554,0.785036049876892,1.0208884174832789,1,1,11,13,0.2743914878600369,2,3,2,2,3,3,5,-5.199337582605575,5,-5.199337582605575,0.8864494629456838,-0.12325913203986175,0,0,1,4,-0.370901751289097,0.6911210235519151,-5.199337582605575,0.5020737907955009,-5.199337582605575,-5.199337582605575,0.5496162910697036,-5.199337582605575,0.15492952527077714,-5.199337582605575,2,0.3857258721466417,0,-5.199337582605575,5,0.7680753131709815,2,0.15619936674212687,-0.6256698215946752,4,4,2,-5.199337582605575,0.23679888988190273,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.86072523825827,-5.199337582605575,8,4,-0.7364424784433313
146,-0.26138737267788775,4,-0.9416998217386928,-1.072972882447744,1,3,3,0,0,0,3,2,2,0,2,-0.832006270016473,1.1281436452787637,-1.0864560455350234,-0.10936510116177123,1,1,12,14,-5.199337582605575,3,3,0,3,3,3,1,-0.27830168756579526,5,-5.199337582605575,-0.02509400752630838,-1.1305174297854546,0,4,1,0,-0.7340044595634996,-5.199337582605575,-5.199337582605575,-1.5537320414940161,0.800496097974559,-5.199337582605575,-0.7630300992592184,-5.199337582605575,-1.018778135032987,-5.199337582605575,3,-1.0103819916421055,5,-5.199337582605575,5,-1.5096563639520433,2,-5.199337582605575,-2.483412964546469,1,4,2,0.07912030015842841,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.529558186142137,0.7380888474045281,8,4,-1.4790043989044597
150,-5.199337582605575,3,1.9028734734462238,0.3439766874449436,1,3,3,0,0,0,5,2,2,0,2,-0.832006270016473,0.5745945104459379,0.0012545690351250104,-0.4431494248121575,1,1,5,6,-5.199337582605575,3,3,1,3,3,0,1,0.6831778069051377,5,-5.199337582605575,-0.7131469923305823,-0.1299388315315271,0,4,1,4,-0.376812567813832,-5.199337582605575,-5.199337582605575,-1.1989224613967233,-5.199337582605575,-5.199337582605575,-0.7630300992592184,0.86072523825827,0.15492952527077714,-5.199337582605575,3,-1.0103819916421055,5,-5.199337582605575,1,-0.1867561210637371,2,0.15619936674212687,-0.32161055351265844,4,4,2,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4197409936702004,8,4,-0.9937998476648136
151,-5.199337582605575,3,1.611333251169239,1.2696643851806635,1,3,3,0,4,0,16,2,2,0,2,1.1920714430213706,-0.4142668635342554,1.5712864975769105,1.7560546411295919,3,1,11,13,1.550174343660351,2,3,2,0,3,1,2,1.8523236335047621,5,-5.199337582605575,-0.5278584320484618,1.4678604169994043,0,0,1,4,1.352622764219689,-5.199337582605575,-5.199337582605575,0.5134914249316125,0.800496097974559,-5.199337582605575,0.5496162910697036,-5.199337582605575,-1.018778135032987,-5.199337582605575,2,-0.26268576068373695,5,0.5149233167586909,1,1.4979965988053374,1,1.4079051458418625,1.684463684524537,4,4,2,-5.199337582605575,1.0166723797729535,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.13337869485727427,6,5,1.7734481728462246
154,-0.26138737267788775,4,0.761352674464305,0.6580064734835,1,3,3,0,0,0,17,2,2,0,2,-0.10053459398770496,-0.4142668635342554,-1.3129814789733738,-5.199337582605575,1,1,12,14,-5.199337582605575,3,3,0,3,3,3,5,-5.199337582605575,5,-5.199337582605575,1.1698138796439734,0.4224827724521058,0,4,1,0,0.2561982008475938,-5.199337582605575,-5.199337582605575,-0.607463220944139,-5.199337582605575,-5.199337582605575,-0.7630300992592184,-5.199337582605575,1.368450292253209,-5.199337582605575,3,0.3857258721466417,5,-5.199337582605575,5,-1.817967704173568,2,-5.199337582605575,-0.8179015356232606,1,1,2,-5.199337582605575,-5.199337582605575,1.9977326345181574,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-1.2153720472997755,-5.199337582605575,8,3,-0.9014156427236061
157,0.35215139697893266,3,1.1424831327370568,0.8492899063118969,1,3,3,0,0,0,23,2,2,0,5,1.1920714430213706,-0.4142668635342554,2.4085503704175797,5.19933758270342,1,1,11,13,0.3735908953653471,2,3,2,0,3,3,5,-5.199337582605575,5,-5.199337582605575,0.5369293594028592,-0.8405838135516439,0,0,1,4,-1.1971932730470463,1.7703388116097272,-5.199337582605575,1.0059545383510373,-5.199337582605575,-5.199337582605575,0.5496162910697036,0.86072523825827,1.368450292253209,-5.199337582605575,0,0.9397470063075931,5,0.5149233167586909,3,2.2730523897617467,0,1.4079051458418625,0.9977645621899873,4,4,2,-5.199337582605575,0.761352674464305,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4935533950895455,5.19933758270342,6,5,1.1066092834042047
158,0.35215139697893266,1,1.4079051458418637,0.9940461716795911,1,3,3,0,0,0,21,2,2,0,5,0.5293010943086742,-0.4142668635342554,0.785036049876892,0.7580042333190846,1,1,11,13,-5.199337582605575,2,3,2,2,3,3,2,-0.2557587192929093,5,-5.199337582605575,0.5267702330992741,-0.06151263655249821,0,0,1,4,-0.3016613193832649,1.2616174934615776,-5.199337582605575,0.953488296957425,-5.199337582605575,-5.199337582605575,0.5496162910697036,0.86072523825827,0.15492952527077714,-5.199337582605575,2,0.9397470063075931,5,0.5149233167586909,1,0.7680753131709815,1,0.15619936674212687,0.9937998476648136,4,4,2,-5.199337582605575,1.3463856444448687,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4935533950895455,5.19933758270342,8,4,0.9809484082205814
159,0.35215139697893266,3,2.225823202442786,1.8831685259406856,1,0,1,0,0,0,8,2,2,0,5,0.5293010943086742,-0.4142668635342554,0.9694267073728421,1.0208884174832789,1,1,11,13,1.6205922981199687,2,3,2,2,3,2,2,-0.3820512461248592,5,-5.199337582605575,1.3597204986740974,0.783329858958644,0,0,1,4,0.6564859393617669,1.47526936144686,-5.199337582605575,1.6006072039291257,0.800496097974559,-5.199337582605575,0.5496162910697036,0.86072523825827,1.368450292253209,-5.199337582605575,2,1.4045331071795468,5,0.5149233167586909,1,1.2075322646773317,1,0.15619936674212687,0.5554621702769806,4,4,2,1.1718899531426865,1.3159578561183756,-5.199337582605575,2.4085503704175797,-5.199337582605575,-5.199337582605575,-5.199337582605575,-1.2153720472997755,-5.199337582605575,6,5,1.4678604169994043
161,0.35215139697893266,3,1.710967638015768,1.213389102770928,1,0,3,0,4,0,16,2,2,0,5,1.8312243273394455,-0.4142668635342554,0.6642872083307605,0.5894557978497783,1,1,11,13,2.0320883871459596,2,3,2,0,3,0,2,1.1895222157453642,5,-5.199337582605575,0.07031374338320635,1.1375243554725591,0,0,1,4,0.996208323235172,1.52936994183054,-5.199337582605575,1.918764704409745,0.800496097974559,-5.199337582605575,0.5496162910697036,0.86072523825827,0.15492952527077714,-5.199337582605575,0,1.7800054115256905,5,1.7679032638815986,3,0.6425432443553147,0,1.4079051458418625,1.1177446713863102,4,4,2,1.9997835082078246,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-1.2153720472997755,0.13337869485727427,8,4,2.0897187074450696
162,-5.199337582605575,3,1.23396159022193,0.9033885699982452,1,3,3,0,0,0,16,2,2,0,2,0.5293010943086742,-0.4142668635342554,0.9694267073728421,0.7580042333190846,1,1,11,13,0.8735150946146939,2,3,2,2,3,2,1,1.4715547920810808,5,-5.199337582605575,-0.4376201502677812,1.0885564729277224,0,0,1,4,0.9339099412610543,-5.199337582605575,-5.199337582605575,0.1321130235613776,-5.199337582605575,-5.199337582605575,0.5496162910697036,-5.199337582605575,0.15492952527077714,-5.199337582605575,2,0.3857258721466417,5,0.5149233167586909,1,0.9534930016811651,1,0.15619936674212687,0.3018547881702473,4,4,2,-5.199337582605575,0.6943105320478632,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4935533950895455,5.19933758270342,6,5,0.6658523100249352
164,-0.20209834734161103,4,-1.449682252191165,-1.2286069212987556,1,3,3,0,0,0,17,2,2,0,2,-0.10053459398770496,1.1281436452787637,-1.1920714430213706,0.5894557978497783,1,1,7,8,-5.199337582605575,3,2,0,3,3,2,3,-0.03639052269320699,5,-5.199337582605575,0.5506338186445602,0.3352719579647166,0,2,1,0,0.14614612041107236,0.2316410556979774,-5.199337582605575,0.2796060306706413,-5.199337582605575,-5.199337582605575,0.5496162910697036,-5.199337582605575,0.15492952527077714,-5.199337582605575,2,-1.0103819916421055,5,-5.199337582605575,5,-1.6492369585066664,2,-5.199337582605575,-1.9184414850132288,4,4,2,-5.199337582605575,-5.199337582605575,1.6340803947760234,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.1619759226681268,-0.4197409936702004,8,4,-0.22134370153416588
167,0.35215139697893266,3,0.9165865035350885,0.42165359129737523,1,3,3,0,4,0,16,2,2,0,5,1.1920714430213706,-0.4142668635342554,1.5712864975769105,1.3716572255726536,1,1,11,13,1.132897601745812,2,3,2,0,3,3,2,1.6252743979297104,5,-5.199337582605575,-0.5790394381393529,1.1757188892578325,0,0,1,4,1.0685964426411512,0.3255765657843933,-5.199337582605575,1.2817809621261378,0.800496097974559,-5.199337582605575,-0.7630300992592184,0.86072523825827,0.15492952527077714,-5.199337582605575,0,0.9397470063075931,5,0.5149233167586909,1,1.4979965988053374,0,1.4079051458418625,1.298515821481046,4,4,2,0.7135985159874972,1.1920714430213706,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.529558186142137,-0.4197409936702004,6,5,1.5289461506494435
168,0.35215139697893266,3,-0.34415365894707195,-0.4743827804516537,1,0,3,0,4,0,8,2,2,0,5,0.5293010943086742,-0.4142668635342554,0.785036049876892,0.5894557978497783,1,1,11,13,-5.199337582605575,2,3,2,2,3,3,5,-5.199337582605575,5,-5.199337582605575,0.6611618742897374,-0.5954367721535957,0,0,1,4,-0.920412273297687,1.0883290731201205,-5.199337582605575,0.5598590598576754,-5.199337582605575,-5.199337582605575,0.5496162910697036,0.86072523825827,0.15492952527077714,-5.199337582605575,2,0.3857258721466417,5,0.5149233167586909,1,0.7680753131709815,0,0.15619936674212687,-0.32161055351265844,4,4,2,0.208504800392331,0.3668730515305163,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4935533950895455,-0.4197409936702004,8,4,0.26810040845876987
171,-5.199337582605575,3,2.3208184697982355,2.2916237409293907,1,0,3,0,0,0,12,2,2,0,2,-0.10053459398770496,-0.4142668635342554,-0.4170023666077755,-0.8808881195869301,3,1,2,10,0.4855356860726705,3,3,1,3,1,1,1,0.48248676048091754,5,-5.199337582605575,-0.16763953501309753,0.16636734861531158,0,1,1,4,1.1819205245512339,-5.199337582605575,-5.199337582605575,0.3816746537655627,0.800496097974559,-5.199337582605575,-0.7630300992592184,-5.199337582605575,0.15492952527077714,-5.199337582605575,3,0.3857258721466417,5,1.7679032638815986,1,-0.6674190444558503,0,0.15619936674212687,0.24842731208518273,4,4,1,1.0082940609516675,0.5716375251650858,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4935533950895455,5.19933758270342,8,4,0.63178476896318
172,1.679302556120626,3,-1.2724783736910668,-1.270007640455648,1,0,3,0,4,0,22,2,2,4,5,0.5293010943086742,1.1281436452787637,0.18776122917611648,-0.24196303143312786,1,1,5,6,-5.199337582605575,2,2,2,2,1,3,2,0.19825846997989802,4,1.4576023528808109,-0.4033555430561561,0.12705243342112585,0,2,1,4,-0.10684356768984972,0.5938522777578393,-5.199337582605575,0.6410342088133304,0.800496097974559,-5.199337582605575,0.5496162910697036,-5.199337582605575,-1.018778135032987,-5.199337582605575,2,-1.0103819916421055,5,0.5149233167586909,1,0.06025574033725543,1,0.15619936674212687,0.10305676609118128,2,4,2,2.2271791455059606,0.1043180970251652,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.09549215155698779,-5.199337582605575,8,4,0.8355583582575463
173,-5.199337582605575,3,0.587963851500189,0.2898180731821174,1,0,3,0,4,0,12,2,2,0,2,-0.10053459398770496,-0.4142668635342554,-0.39384741763566583,-0.85709679665622,1,1,13,15,1.7167372413429398,3,3,1,3,3,3,0,-0.1829275640059215,4,1.6159454578478447,0.35883340680587744,0.7152177956750158,0,4,1,4,0.5894557978497783,-5.199337582605575,-5.199337582605575,-0.23679888988190287,0.800496097974559,-5.199337582605575,-0.7630300992592184,0.86072523825827,0.15492952527077714,-5.199337582605575,3,-0.26268576068373695,5,0.5149233167586909,1,-0.6379234322697154,2,0.15619936674212687,0.10305676609118128,4,4,2,-5.199337582605575,-0.11315217624074865,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.09549215155698779,0.13337869485727427,0,4,-0.046435724770526994
174,-5.199337582605575,3,-1.2232872497167733,0.957358278540232,1,0,3,0,4,0,23,2,2,0,2,-0.10053459398770496,-0.4142668635342554,0.1816519767075725,-0.25360620840648807,1,1,11,10,0.5481577591460677,3,3,1,2,0,3,0,1.843010043569029,3,1.4460817313066974,-5.199337582605575,1.2265034100407757,0,4,1,4,1.158838812662334,-5.199337582605575,-5.199337582605575,0.3651838319224142,0.800496097974559,-5.199337582605575,0.5496162910697036,-5.199337582605575,0.15492952527077714,-5.199337582605575,3,0.3857258721466417,3,0.5149233167586909,1,0.04517983902747526,0,0.15619936674212687,0.7250269477359517,4,4,2,0.8302341575863221,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.529558186142137,0.13337869485727427,8,4,0.2743914878600369
175,-5.199337582605575,3,0.761352674464305,1.0015692913963035,1,3,3,0,0,0,7,2,2,0,2,-0.10053459398770496,1.1281436452787637,-0.7529974415343901,0.3375056737975598,1,1,13,15,-5.199337582605575,3,3,1,3,1,0,0,0.16489049105792938,5,-5.199337582605575,0.4115273889977245,0.4270015809433556,0,4,1,4,2.290653612458411,-5.199337582605575,-5.199337582605575,1.2765556376793508,0.800496097974559,-5.199337582605575,0.5496162910697036,-5.199337582605575,1.368450292253209,-5.199337582605575,2,0.3857258721466417,5,0.5149233167586909,1,-1.061884134877072,2,0.15619936674212687,0.5554621702769806,4,4,2,-5.199337582605575,0.02132928514383558,1.097844783708499,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.09549215155698779,-0.4197409936702004,8,4,0.8937517843088546
